"respondentnr";"geslacht";"leeftijd";"opleidingsniveau";"alcohol_ooit";"alcohol_laatste_jaar";"alcohol_frequentie";"tabak_ooit";"tabak_laatste_jaar";"tabak_frequentie";"vapen_ooit";"vapen_laatste_jaar";"vapen_frequentie";"cannabis_ooit";"cannabis_laatste_jaar";"cannabis_frequentie";"xtc_ooit";"xtc_laatste_jaar";"xtc_frequentie";"cocaine_ooit";"cocaine_laatste_jaar";"cocaine_frequentie";"mmc_ooit";"mmc_laatste_jaar";"mmc_frequentie";"sigaretten_uitgaansdag";"glazen_alcohol_uitgaansdag";"acceptatie_alcohol_vrienden";"acceptatie_xtc_vrienden";"acceptatie_cocaine_vrienden";"makkelijk_aan_drugs_komen";"ervaren_gezondheid";"manier_verkrijgen_drugs";"gemoed_dinsdag_na_xtc"
161;"man";23;"hoog";1;1;"eens per week";1;1;"eens per week";0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;9;22;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";80
297;"vrouw";33;"hoog";1;1;"eens per week";0;0;NA;1;1;"een paar keer per week";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;4;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";70
160;"man";26;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;22;15;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";68
199;"vrouw";16;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";42;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"weet niet";"Goed";"koopt van een dealer";45
31;"vrouw";16;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";6;10;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"koopt van een dealer";70
105;"man";23;"hoog";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"Goed";"krijgt van vrienden/kennissen";NA
135;"vrouw";30;"midden";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;2;4;"helemaal mee eens";"helemaal mee eens";"mee eens";"niet mee eens of oneens";"Goed";"koopt van vrienden/kennissen";NA
309;"vrouw";17;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een keer";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";71
17;"vrouw";17;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per week";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;10;12;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"Slecht";"koopt van een dealer";NA
202;"vrouw";20;"hoog";1;1;"eens per week";1;1;"een keer";0;0;NA;1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;6;11;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";NA
350;"man";21;"midden";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";9;21;"helemaal mee eens";"mee oneens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";NA
196;"man";23;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;8;15;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";44
298;"vrouw";28;"hoog";1;1;"een paar keer per week";1;1;"een keer";0;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";4;9;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";62
172;"vrouw";31;"midden";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";0;0;NA;1;0;NA;1;1;"eens per maand";1;0;NA;1;1;"minder dan maandelijks";28;4;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";63
3;"man";24;"hoog";1;1;"een paar keer per week";1;1;"eens per maand";0;0;NA;1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";3;18;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";81
312;"vrouw";21;"midden";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;0;NA;1;0;NA;1;1;"een paar keer per maand";NA;9;"helemaal mee eens";"helemaal mee oneens";"niet mee eens of oneens";"helemaal mee oneens";"Zeer goed";"koopt van vrienden/kennissen";NA
284;"vrouw";17;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;3;7;"helemaal mee eens";"mee eens";"mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";36
323;"man";28;"midden";1;1;"eens per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";7;9;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";48
219;"man";16;"laag";1;1;"een paar keer per maand";1;1;"eens per week";1;1;"een keer";1;0;NA;0;0;NA;0;0;NA;1;1;"een paar keer per maand";7;19;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";NA
249;"man";18;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;34;9;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"anders";NA
348;"man";20;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;3;12;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"mee eens";"Goed";"anders";65
185;"man";33;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;17;8;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Goed";NA;NA
240;"vrouw";28;"hoog";1;1;"eens per week";1;1;"een paar keer per week";1;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";12;11;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
193;"man";22;"laag";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;0;NA;1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";2;29;"helemaal mee eens";"helemaal mee oneens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";NA
1;"vrouw";27;"midden";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";62
60;"man";19;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";24;11;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"Slecht";"koopt van een dealer";NA
213;"man";35;"midden";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";5;15;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Slecht";"koopt van een dealer";50
55;"vrouw";22;"hoog";1;1;"een paar keer per week";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per week";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;NA;13;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Matig";"krijgt van vrienden/kennissen";50
246;"vrouw";24;"midden";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;1;4;"helemaal mee eens";"niet mee eens of oneens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
91;"vrouw";28;"hoog";1;1;"eens per week";1;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1;"een keer";NA;12;"helemaal mee eens";"mee eens";"mee oneens";"niet mee eens of oneens";"Goed";"anders";NA
218;"man";26;"hoog";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;2;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"Goed";"koopt van een dealer";60
145;"vrouw";20;"midden";1;1;"een paar keer per week";1;1;"eens per maand";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;2;7;"helemaal mee eens";"mee eens";"mee eens";"niet mee eens of oneens";"Goed";"krijgt van vrienden/kennissen";NA
24;"man";28;"hoog";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"eens per week";NA;11;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";50
78;"vrouw";22;"midden";1;1;"een paar keer per maand";1;1;"eens per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";12;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Uitstekend";"koopt van een dealer";54
39;"vrouw";23;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";11;4;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"anders";NA
108;"vrouw";16;NA;1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;9;3;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";NA
272;"man";28;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";11;15;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"mee eens";"Goed";"koopt van een dealer";57
142;"man";26;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;34;14;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";91
165;"man";34;"laag";1;1;"een paar keer per week";1;1;"eens per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";7;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Zeer goed";"koopt van vrienden/kennissen";75
331;"man";25;"hoog";1;1;"een paar keer per maand";1;1;"een paar keer per maand";0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";8;10;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";NA
276;"vrouw";21;"hoog";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;1;0;NA;1;1;"een keer";1;0;NA;NA;9;"helemaal mee eens";"helemaal mee oneens";"niet mee eens of oneens";"helemaal mee oneens";"Goed";"krijgt van vrienden/kennissen";NA
290;"vrouw";28;"hoog";1;1;"een paar keer per week";1;0;NA;1;0;NA;1;1;"een paar keer per week";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;NA;11;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Slecht";"koopt van een dealer";NA
33;"vrouw";21;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per week";1;0;NA;0;0;NA;0;0;NA;0;0;NA;3;8;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Matig";NA;NA
85;"man";17;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;0;NA;0;0;NA;0;0;NA;1;0;NA;110;21;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";NA;NA
279;"vrouw";24;"hoog";1;1;"eens per week";0;0;NA;1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;8;"helemaal mee eens";"mee eens";"helemaal mee oneens";"niet mee eens of oneens";"Goed";"koopt van vrienden/kennissen";79
9;"man";28;"hoog";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;21;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"krijgt van vrienden/kennissen";57
37;"man";26;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"een keer";8;13;"helemaal mee eens";"helemaal mee oneens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"koopt van een dealer";NA
180;"vrouw";22;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per week";0;0;NA;1;1;"een paar keer per maand";0;0;NA;1;1;"eens per maand";2;28;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";35
149;"vrouw";21;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;0;NA;0;0;NA;0;0;NA;0;0;NA;34;10;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Goed";NA;NA
338;"vrouw";21;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";NA;14;"helemaal mee eens";"helemaal mee eens";"mee eens";"weet niet";"Goed";"koopt van een dealer";75
127;"man";25;"midden";1;1;"een paar keer per maand";1;1;"eens per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"eens per maand";3;10;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";40
282;"vrouw";18;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;10;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";46
254;"vrouw";16;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";0;0;NA;1;11;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
301;"vrouw";19;"midden";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;16;7;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Matig";NA;NA
90;"man";23;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;1;0;NA;1;1;"een keer";0;0;NA;0;0;NA;15;4;"helemaal mee eens";"helemaal mee oneens";"mee eens";"mee eens";"Goed";"krijgt van vrienden/kennissen";67
234;"man";20;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"een keer";1;4;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"krijgt van vrienden/kennissen";45
143;"man";27;"hoog";1;1;"eens per week";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"Zeer goed";"koopt van vrienden/kennissen";69
194;"vrouw";29;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;9;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";66
110;"vrouw";29;"midden";1;1;"eens per week";0;0;NA;1;0;NA;1;0;NA;1;1;"een keer";1;0;NA;1;0;NA;NA;8;"helemaal mee eens";"mee eens";"helemaal mee oneens";"niet mee eens of oneens";"Goed";"koopt van vrienden/kennissen";50
152;"man";16;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per week";7;9;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"mee eens";"Matig";"koopt van vrienden/kennissen";60
216;"vrouw";22;"midden";1;1;"eens per maand";0;0;NA;0;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"een keer";NA;4;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";64
283;"vrouw";24;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";20;15;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";67
326;"vrouw";19;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"eens per maand";22;21;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";58
42;"vrouw";19;"hoog";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;NA;4;"mee eens";"helemaal mee eens";"weet niet";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
200;"man";24;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";5;6;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"anders";NA
16;"man";23;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;1;"een keer";18;9;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
175;"man";23;"hoog";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"een paar keer per maand";NA;11;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"weet niet";"Zeer goed";"koopt van een dealer";87
182;"man";23;"midden";1;1;"een paar keer per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;10;"helemaal mee eens";"mee oneens";"mee eens";"mee eens";"Goed";"koopt van vrienden/kennissen";59
307;"vrouw";25;"midden";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"eens per week";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;1;1;"een paar keer per maand";2;25;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";75
146;"man";21;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";3;17;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee oneens";"Uitstekend";"krijgt van vrienden/kennissen";75
231;"man";17;"hoog";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";NA;7;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"mee oneens";"Goed";"koopt van vrienden/kennissen";60
223;"man";23;"midden";1;0;NA;1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;1;"eens per maand";1;1;"een keer";0;0;NA;1;1;"minder dan maandelijks";11;NA;"mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";68
233;"man";23;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"(bijna) elke dag";1;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;15;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Matig";NA;NA
