"respondentnr";"geslacht";"leeftijd";"opleidingsniveau";"alcohol_ooit";"alcohol_laatste_jaar";"alcohol_frequentie";"tabak_ooit";"tabak_laatste_jaar";"tabak_frequentie";"vapen_ooit";"vapen_laatste_jaar";"vapen_frequentie";"cannabis_ooit";"cannabis_laatste_jaar";"cannabis_frequentie";"xtc_ooit";"xtc_laatste_jaar";"xtc_frequentie";"cocaine_ooit";"cocaine_laatste_jaar";"cocaine_frequentie";"mmc_ooit";"mmc_laatste_jaar";"mmc_frequentie";"sigaretten_uitgaansdag";"glazen_alcohol_uitgaansdag";"acceptatie_alcohol_vrienden";"acceptatie_xtc_vrienden";"acceptatie_cocaine_vrienden";"makkelijk_aan_drugs_komen";"ervaren_gezondheid"
209;"vrouw";24;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;1;"eens per maand";34;10;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"niet goed/niet slecht"
179;"anders";19;"midden";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;3;12;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
65;"man";20;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;0;NA;0;0;NA;0;0;NA;0;0;NA;21;16;"helemaal mee eens";"mee oneens";"mee oneens";"mee eens";"goed"
235;"vrouw";31;"hoog";1;1;"eens per week";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"eens per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;27;7;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"niet goed/niet slecht"
284;"vrouw";32;"hoog";1;1;"eens per week";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"zeer goed"
269;"vrouw";28;"midden";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;1;"een paar keer per maand";1;10;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
149;"vrouw";20;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;28;6;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"goed"
31;"vrouw";17;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;0;NA;1;0;NA;0;0;NA;0;0;NA;21;15;"helemaal mee eens";"helemaal mee eens";"weet niet";"helemaal mee eens";"slecht"
81;"man";29;"hoog";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;8;9;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
285;"vrouw";24;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"een keer";0;0;NA;12;11;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"goed"
13;"man";30;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;46;23;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
107;"vrouw";17;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;0;0;NA;0;0;NA;6;5;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"zeer goed"
243;"vrouw";22;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;29;6;"helemaal mee eens";"helemaal mee oneens";"mee eens";"helemaal mee eens";"goed"
54;"vrouw";24;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";9;8;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
273;"man";22;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;0;NA;7;9;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"goed"
318;"man";30;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;8;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
100;"man";23;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"(bijna) elke dag";1;1;"eens per maand";0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";NA;3;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"goed"
325;"man";24;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";1;1;"een keer";34;14;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"mee eens";"goed"
9;"man";26;"hoog";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;17;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
248;"man";44;"hoog";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;27;10;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"weet niet";"goed"
183;"vrouw";25;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;13;5;"helemaal mee eens";"mee eens";"mee oneens";"helemaal mee eens";"niet goed/niet slecht"
328;"vrouw";31;"midden";1;1;"een paar keer per maand";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;3;12;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee oneens";"goed"
50;"man";23;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"(bijna) elke dag";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";9;6;"helemaal mee eens";"niet mee eens of oneens";"mee oneens";"helemaal mee eens";"goed"
62;"vrouw";26;"hoog";1;1;"eens per week";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;0;NA;1;1;"een keer";0;0;NA;2;11;"helemaal mee eens";"niet mee eens of oneens";"niet mee eens of oneens";"mee eens";"goed"
203;"man";18;"midden";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"een keer";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;3;10;"helemaal mee eens";"helemaal mee eens";"mee oneens";"mee eens";"goed"
293;"vrouw";16;"hoog";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;5;13;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"mee eens";"goed"
98;"man";16;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";0;0;NA;0;0;NA;1;27;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee oneens";"zeer goed"
147;"man";31;"hoog";1;1;"eens per maand";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;19;22;"mee eens";"mee eens";"niet mee eens of oneens";"mee eens";"goed"
310;"vrouw";44;"hoog";1;1;"een paar keer per week";1;0;NA;1;0;NA;1;1;"eens per maand";0;0;NA;1;1;"een keer";0;0;NA;NA;5;"helemaal mee eens";"mee oneens";"mee eens";"mee eens";"zeer goed"
119;"man";20;"hoog";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;1;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"zeer goed"
280;"man";38;"hoog";1;1;"eens per week";1;1;"eens per week";0;0;NA;1;0;NA;0;0;NA;1;1;"een paar keer per week";0;0;NA;9;23;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"helemaal mee eens";"goed"
316;"vrouw";19;"hoog";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;1;0;NA;0;0;NA;0;0;NA;3;3;"mee eens";"mee oneens";"niet mee eens of oneens";"helemaal mee eens";"goed"
176;"vrouw";28;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;7;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
236;"vrouw";23;"midden";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";NA;7;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
303;"vrouw";33;"hoog";1;0;NA;1;1;"eens per maand";1;1;"(bijna) elke dag";0;0;NA;1;1;"een keer";0;0;NA;0;0;NA;1;NA;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"goed"
64;"man";18;"midden";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";NA;17;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"goed"
324;"vrouw";26;"hoog";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";NA;29;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
279;"vrouw";23;"hoog";1;1;"eens per week";0;0;NA;1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;20;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"zeer goed"
187;"vrouw";29;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;27;15;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
308;"man";25;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;5;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
2;"vrouw";42;"hoog";1;1;"eens per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;1;0;NA;0;0;NA;NA;18;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"mee eens";"goed"
335;"man";31;"midden";1;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;NA;"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"goed"
306;"man";23;"laag";1;1;"een paar keer per maand";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";1;1;"een keer";1;1;"een keer";2;4;"helemaal mee eens";"mee eens";"mee eens";"mee eens";"goed"
114;"man";23;"midden";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";9;3;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"zeer goed"
321;"vrouw";18;"hoog";1;1;"een paar keer per week";1;1;"eens per week";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";1;1;"eens per maand";11;5;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
97;"vrouw";21;"midden";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;15;"helemaal mee eens";"mee eens";"mee oneens";"niet mee eens of oneens";"goed"
329;"man";17;"midden";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;0;NA;0;0;NA;2;13;"helemaal mee eens";"niet mee eens of oneens";"mee oneens";"helemaal mee eens";"goed"
131;"man";27;"hoog";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;27;"helemaal mee eens";"mee oneens";"mee eens";"helemaal mee eens";"goed"
